id,手機螢幕溫度(平均),手機螢幕溫度(最大),手機背蓋溫度(平均),平均APP運作指標/小時,充電時間指標,手機電池電量,CPU跑分階級,手機外殼/包膜指標,外型平均曲率,上網頻率指標,通話頻率指標,新機/二手/老舊,內容容量比率,CPU效能等級,
921,46.97619048,51.97619048,53.61333333,2214,0.016,58.62193362,4,0.141741902,-0.05509,6019,5612,0,0.987479712,2,
922,50.04761905,55.78571429,49.03333333,450.2,0.174603175,96.60894661,3,0.051983241,0.12817836,5085,4635,1,0.833300269,1,
923,41.80412946,46.95238095,41.93507131,1175.637844,0.027972028,66.24409376,3,0.138755649,0.014401839,4907.899092,4444.539414,0,0.976509809,1,
924,27.05370803,32.88095238,46.51976522,618.5362725,0,66.72215404,4,0.089253388,-0.115071207,734.2114248,204.2867765,0,0.958397627,2,
925,54.33333333,63.69047619,56.66,302.4,0,59.65007215,3,0.061373975,0.083161696,4496,4149,0,0.962304722,1,
926,29.16666667,45.5952381,78.26666667,414.6,0.415384615,77.11038961,3,0.04932249,0.152255943,183.7,0,0,0.943564758,1,
927,20.82551793,27,41.35363515,581.8452595,0.104072399,68.58601607,3,0.101839885,0.102717109,701.3532731,135.8610536,0,0.653546393,1,
928,46.5952381,54,45.48,1242,0.454545455,61.32756133,3,0.118069224,0.181883812,2572,2113,1,0.928907016,1,
929,45.83333333,51.5,55.24,267.1,0.234693878,92.22640129,3,0.045330107,-0.01172,4067,3547,0,0.915344872,1,
930,29.7875715,32.83333333,52.59802755,165.7413727,0.028985508,58.36236129,3,0.144044027,0.375471711,3413.674854,3178.637181,0,0.009696369,1,
931,59.5952381,63.71428571,48.63333333,840.8,0.44,94.75108225,3,0.038151894,-0.1214,6012,5734,0,0.97299444,1,
932,39.76190476,45.38095238,64.72,4033,0.233333333,49.83766234,4,0.143613219,0.031151176,7418,7185,0,0.943743851,2,
933,35.66666667,42.92857143,55.65333333,349.9,0.024691358,51.67748918,3,0.172259808,0.05482355,1331,1079,0,0.961505682,1,
934,25.41404797,29.64285714,39.97012075,319.6989537,0.021857923,67.12071358,4,0.131790131,0.005361661,1472.988321,1224.281098,0,0.893338919,2,
935,51.57142857,56.57142857,70.66666667,1174,0.210526316,92.95573509,3,0.036747485,-0.01757,3400,3236,0,0.948142313,1,
936,29,41.71428571,58.55333333,434.3,0.663366337,78.31890332,3,0.065558873,0.028276113,703.1,254.1,3,0.429430126,1,
937,17.41666667,19.78571429,25.22,164.2,0.195402299,74.15223665,6,0.062213145,0.115524869,84.02,0,0,0.427788292,4,
938,33.52380952,47.30952381,75.53333333,346.7,0.172413793,76.31673882,3,0.156298578,-0.1118,84.52,0,1,0.978460774,1,
939,29.26190476,38.71428571,63.16666667,294.6,0.139534884,76.2987013,3,0.042554185,0.204951883,133.3,0,0,0.878623656,1,
940,39.61904762,45.04761905,74.4,728,0,54.27489177,3,0.207580954,0.101075534,8683,8476,0,0.871130155,1,
941,47.07142857,56.97619048,44.91333333,470.9,0.723809524,96.71717172,3,0.077930197,0.072282178,4381,3865,1,0.739073487,1,
942,22.94880168,29.19047619,44.1567688,772.9076137,0.182608694,69.70068415,3,0.202171654,0.003103707,1419.958756,656.1614893,0,0.806913495,1,
943,35.54761905,39.30952381,49.12666667,490.1,0.694444444,53.15656566,3,0.154157773,0.174045649,2462,2223,0,0.731667948,1,
944,42.30952381,47.76190476,52.02666667,3058,0.03030303,49.94588745,4,0.145901665,0.005711569,6570,6434,0,1,2,
945,65.52380952,70.97619048,50,1213,0.049180328,53.91414141,3,0.150372595,0.060722251,3291,3094,0,0.99795002,1,
946,38.23809524,43.69047619,44.25333333,592.9,0.537634409,77.92207792,3,0.070771612,-0.1138,2073,1854,0,0.65858424,1,
947,35.0952381,44.23809524,63.26666667,472.7,0.019230769,51.96608947,3,0.125623539,-0.06022,871.8,554.8,1,0.996757925,1,
948,10.07558914,10.33333333,2.562655926,125.0157446,0.004901961,83.01263782,6,0.326468468,0.004182226,186.5027916,24.02122343,0,0.439441144,4,
949,58.23809524,66.76190476,71.2,777.3,0.069444444,86.54401154,3,0.084887154,0.161082082,2420,2136,0,0.976281521,1,
950,42.46836926,48.19047619,34.10086314,723.4400844,0.376425862,66.68645399,3,0.170991898,0.000600201,4663.281709,4180.32776,0,0.937482059,1,
951,48.9047619,53.80952381,84.2,212.5,0.086956522,59.5959596,3,0.094394244,-0.5171,1606,1452,0,0.999746064,1,
952,50.26190476,56.23809524,58.22,31.7,0.092592593,97.87157287,3,0.040460415,0.237490866,5278,5143,1,0.830095974,1,
953,32.07142857,39.54761905,66.34666667,387.4,0.053435115,52.29076479,3,0.157502532,-0.07141,1435,973,1,0.888324984,1,
954,59.54761905,60.92857143,26.93333333,2887,0.2,54.5995671,4,0.086567432,0.034855524,5493,5240,0,1,2,
955,18.50057257,25.02380952,50.52695211,233.9191831,0,69.01493718,4,0.094440684,0.125497073,167.0627534,0,0,0.962979019,2,
956,39.71428571,45.64285714,56.42,147.2,0.573770492,76.65945166,3,0.065836757,-0.04984,3805,3618,0,0.918543952,1,
957,22.11737497,30.19047619,55.41316732,479.2956886,0.685714304,66.05111008,3,0.127186596,0.035272576,1133.534183,713.5241567,0,0.984399442,1,
958,39.73809524,45.78571429,55.01333333,3245,0.478873239,82.64851491,4,0.076861843,0.129542433,6821,6671,0,0.999837649,2,
959,19.48571429,26.73809524,58.78666667,238.8,0.022988506,74.56709957,6,0.065434709,0.191045187,314,104.7,0,0.291787318,4,
960,27.85714286,36.0952381,61.19333333,118.8,0.511111111,78.72830748,3,0.047920566,0.00833439,410.9,0,2,0.764959603,1,
961,15.77083333,19.30952381,28.73703003,417.4159549,0.015822785,65.35849481,4,0.029366326,-0.014347496,148.0514265,0,0,0.656208873,2,
962,24.29231916,30.28571429,57.91917419,295.2030504,0.030434782,72.23841159,3,0.09583503,0.023602001,1558.653494,1205.808176,0,0.867304027,1,
963,44.11904762,53.71428571,59.67333333,518.1,0.314516129,92.7724261,3,0.072264902,0.002874457,1341,1059,1,0.94641231,1,
964,40.73809524,49.69047619,49.07333333,447.9,0.293650794,89.95310245,4,0.07493908,0.053854662,274,0,1,0.942055642,2,
965,19.95917911,28.45238095,43.8759613,434.1327575,0.345679015,58.00995271,3,0.214981049,-0.021490954,926.3641956,389.4775848,0,0.868856311,1,
966,30.5028018,35.80952381,51.64313253,590.8916967,0.004830918,67.96531127,3,0.168345898,-0.121975698,2702.669853,2369.650229,0,0.953736655,1,
967,15.993725,22.16666667,54.42530314,332.184719,0.63909775,97.85548079,4,0.270940155,0.108102612,704.7022177,394.7504792,0,0.608909786,2,
968,51.5,59.9047619,54.66,506.1,0.01369863,91.25180375,3,0.044508215,-0.01289,2589,2073,0,0.960479126,1,
969,24.45238095,25.66666667,42.10666667,112.5,0.041666667,49.44083694,3,0.09067934,1.208232777,218.3,156.6,0,0.636112446,1,
970,11.08615548,15.11904762,40.48694102,92.60387708,0.202247187,83.18504549,6,0.377438009,-0.009766783,222.2269354,0,0,0.943540391,4,
971,31.35714286,39.85714286,62.66,270.3,0.47706422,77.52525253,3,0.100419492,0.08868586,1273,1084,5,0.902289749,1,
972,42.95238095,46.42857143,52.42666667,1352,0.045454545,52.54329004,3,0.145393744,-0.1272,1904,1720,0,0.998986765,1,
973,31.66666667,34.92857143,87.26666667,95.75,0,76.6665282,3,0.059023861,0.743026072,518.9,371.3,0,0.776270787,1,
974,23.32619048,28.80952381,71.93333333,157.6,0.155844156,75.16233766,3,0.10259182,-0.03342,1044,526.9,0,0.427251679,1,
975,47.80952381,56.16666667,54.16,424.6,0.551724138,96.09498297,3,0.052527677,0.045908242,4243,3940,0,0.957766821,1,
976,50.38095238,57.07142857,57.83333333,358.3,0.111111111,96.3934756,3,0.055568688,-0.04416,7158,6942,0,0.980193266,1,
977,52.07142857,58.97619048,54.31333333,3005,0.210084034,91.41926396,4,0.039591204,0.196093619,5324,5047,0,0.994838679,2,
978,18.62551299,24.30952381,27.62023163,310.1305884,0.441064626,56.85198409,3,0.089799494,0.053722154,451.2629175,131.998153,0,0.609864473,1,
979,24.85714286,28.5952381,69.4,121.6,0.488372093,79.46276854,3,0.055423077,0.238551068,544.2,159.3,1,0.878116525,1,
980,46.2654012,50.95238095,54.86115011,1197.472789,0,81.67474806,3,0.080167346,0.144368753,5314.646354,4894.264614,0,0.958995998,1,
981,19.59965733,21.85714286,40.47472382,320.478729,0,68.80409834,6,0.078519821,-0.14336966,126.3589178,0,0,0.963346839,4,
982,9.095794679,9.928571429,20.56059392,85.15133709,0.349056602,83.52089789,6,0.402492702,0.072857909,224.9314737,67.19419172,0,0.667056561,4,
983,15.08668445,18.33333333,36.27289835,165.4620231,0.320987642,99.60084343,5,0.034406498,0.017062286,1314.083605,1007.099366,0,0.929812849,3,
984,57.33333333,61.73809524,44.54,3502,0.704545455,87.2486205,4,0.044159744,-0.1424,5315,4902,0,0.970132815,2,
985,63.0952381,69.02380952,62.64666667,1462,0.029411765,83.5097493,3,0.022963097,0.137813876,4446,4327,0,0.999242616,1,
986,43.95238095,53.57142857,69.73333333,251.8,0.018518519,60.13708514,3,0.17328091,0.152449505,1434,1252,0,0.95945671,1,
987,8.728243148,9.761904762,20.52648799,196.2668374,0.034934498,80.66326611,6,0.292964727,0.022876903,82.52984632,0,0,0.849823081,4,
988,9.980619886,10.04761905,2.980006854,309.420829,0.12686567,80.85821301,6,0.70298177,0.011503384,15.51631084,0,0,0.746419545,4,
989,31.97619048,34.9047619,65.95333333,134.4,0,77.2675432,3,0.05881289,-0.1703,2970,2887,0,0.981154703,1,
990,36.67252895,42.4047619,47.89772542,1212.61198,0.300699294,71.06817534,3,0.151507109,-0.070015512,2331.733697,1816.684521,0,1,1,
991,42.19047619,50.80952381,58.96666667,477.7,0.076190476,61.54401154,3,0.197616875,0.043217826,3680,3339,0,0.790168786,1,
992,33.45412772,40.30952381,51.59103394,1441.533903,0.080985919,71.2396355,3,0.143601283,-0.038640786,3189.042198,2515.289834,0,1,1,
993,42.25737363,46.19047619,45.6458842,1095.026139,0,67.82308348,3,0.145394281,0.032339483,4964.140068,4574.959402,0,0.983050346,1,
994,21.42430333,23.61904762,35.65773773,594.8224343,0.142857149,83.26481057,4,0.275173098,-0.061987028,1078.36703,711.0447811,0,0.998541104,2,
995,33.5,38.42857143,59.33333333,609.1,0.431818182,77.41702742,3,0.074477635,0.034347353,2927,2731,1,0.584754172,1,
996,21.36784871,29.16666667,37.63252004,182.077725,0,57.28620182,4,0.065943822,-0.04226904,391.3990631,0,0,0.898754716,2,
997,30.37468901,39.38095238,56.38880412,136.3948482,0.092063494,70.5187601,3,0.148652777,0.02643556,3162.200335,2535.03467,0,0.953058122,1,
998,66.35714286,75.38095238,60.06666667,979,0.1,55.05050505,3,0.078908965,-0.06765,4951,4676,0,0.971392493,1,
999,60.9047619,65.69047619,60.46666667,953.2,0.651515152,85.07535599,3,0.070345499,-0.1945,2823,2540,1,0.907471915,1,
1000,51.92857143,58.95238095,53.05333333,500.6,0.605633803,91.92391495,4,0.063901849,-0.0871,1432,1263,0,0.999501806,2,
1001,42.56644113,46.54761905,25.44113668,1444.883706,0.004166667,67.84198323,3,0.145164773,-0.001971644,4571.479015,4171.485759,0,0.995746434,1,
1002,27.73809524,33.5952381,97.33333333,65.94,0,79.13488118,3,0.07910841,0.033025494,1045,712.8,1,0.60829552,1,
1003,32.02380952,43.97619048,52.90666667,522.5,0.089108911,51.44300144,3,0.147910237,-0.06262,861,252.4,1,0.989569254,1,
1004,11.70108395,17.95238095,43.08009339,102.8369017,0.403124988,83.2629274,6,0.372452289,0.173149049,496.2672522,255.7926336,0,0.841298199,4,
1005,50.33333333,57.76190476,57.62666667,1337,0.525,61.92279942,3,0.094282463,-0.2272,5012,4625,1,0.924243208,1,
1006,65.26190476,71.61904762,60.96666667,1463,0.009615385,54.9963925,4,0.179208517,-0.1661,3053,2519,0,0.998314591,2,
1007,13.60521008,15.95238095,24.63946279,186.3803342,0.092783503,98.85592665,5,0.062065464,0.026101327,853.9630546,701.2990156,0,0.928972185,3,
1008,42.56644113,46.54761905,25.44113668,1444.883706,0.004166667,81.70671434,3,0.107739627,-0.001971644,4571.479015,4171.485759,0,1,1,
1009,49.54761905,59.64285714,64.84,1111,0,92.22177234,3,0.059284166,-0.07144,1366,866,0,0.999910007,1,
1010,30.19047619,38.73809524,61.39333333,289.5,0.756756757,81.10590036,3,0.049182039,0.045801254,1943,1730,0,0.964741067,1,
1011,52.35714286,56.83333333,52.39333333,3577,0,89.71861472,4,0.054781988,0.001475199,5859,5631,0,0.922989494,2,
1012,32.03530448,37.92857143,53.04164124,1428.425472,0.752066135,77.55933969,3,0.086101234,0.078282185,1631.568971,1496.7515,0,0.975404859,1,
1013,29.73809524,34.28571429,74.86666667,94.56,0.055555556,72.6010101,3,0.05420376,0.566224258,2842,2631,1,0.832395062,1,
1014,42.35714286,53.19047619,53.85333333,537.5,0.517241379,92.47806186,3,0.084779866,0.013931624,1815,1497,0,0.970935897,1,
1015,35.7689238,40.16666667,39.37161764,46.31444854,0.149038464,70.99894232,3,0.128082082,0.106200777,4141.802453,3609.921883,0,1,1,
1016,28.07142857,36.33333333,65.3,328.5,0.145038168,75.48701299,3,0.106858894,0.145318664,234.4,0,1,0.779164032,1,
1017,8.978549776,10.07142857,27.11033122,278.3543472,0.00462963,80.84741389,6,1.371137261,0.022807512,159.4441563,25.41418918,0,0.978616352,4,
1018,40.65002732,46.11904762,41.59306081,1756.231692,0.163934425,71.53914037,3,0.099633187,-0.035294075,4040.764982,3663.896939,0,1,1,
1019,36.32330904,41.07142857,31.77468872,547.3588481,0.309677422,67.37603171,3,0.149612084,-0.010478165,3635.024925,3328.943383,0,0.884183407,1,
1020,11.01842099,14.95238095,25.07957204,82.79176681,0.385416657,97.17239908,5,0.114434972,0.031022582,278.3099596,0,0,0.226037711,3,
1021,28.53318278,36,52.34038289,895.9118139,0.053872053,68.59820514,3,0.134752229,-0.128172055,2233.714432,1571.857408,0,0.999899639,1,
1022,43.32187326,49.02380952,42.41044617,2138.220226,0.251445085,67.13345817,3,0.188989565,-0.07531783,4335.237346,3651.206576,0,0.965748787,1,
1023,35.9047619,46.5952381,73.26666667,256.5,0.032,51.55122655,3,0.162751928,0.094291991,650.5,242.9,0,0.941822722,1,
1024,38.5,49.52380952,65.8,550.9,0.173333333,95.16594517,3,0.060975485,0.050434888,2463,1805,0,0.657153979,1,
1025,17.14789109,18.26190476,39.19193268,28.33905256,0,65.35037507,4,0.09506385,-0.473689944,139.2693279,28.80190351,0,0.858856559,2,
1026,43.16666667,51.23809524,46.99333333,512.8,0.072289157,59.45165945,3,0.236486509,-0.01745,2347,1772,1,0.973086428,1,
1027,58.57142857,62.85714286,39.25333333,361.2,0,62.39177489,3,0.098027579,-0.06032,6761,6619,0,0.978059072,1,
1028,41.57142857,49.85714286,61.39333333,901.8,0.386138614,95.11210214,3,0.071663961,0.027122354,2881,2596,0,0.908777724,1,
1029,47.21428571,52.95238095,55.58,3472,0.527777778,58.69408369,4,0.146151364,-0.03376,6402,6094,0,0.996261831,2,
1030,40.69047619,47.61904762,49.74,231.7,0.151162791,76.58730159,3,0.102537334,-0.0237,3119,2854,0,0.80032338,1,
1031,26.66666667,35.52380952,72.2,246.8,0.040650407,54.45526696,3,0.153698713,0.167633926,448.4,181.2,2,0.887970169,1,
1032,25.23809524,29.54761905,37.72,537.6,0.516129032,77.5644068,3,0.058284342,-0.01821,719.1,403.8,0,0.952333887,1,
1033,18.73615519,21.80952381,53.74624125,656.4014334,0.365217388,98.27072687,4,0.062196516,-0.234930575,860.6316932,656.1845753,0,0.759878635,2,
1034,54.52380952,60.47619048,57.50666667,193.8,0.033898305,91.10758505,3,0.074287966,0.032338137,2698,2408,1,0.989867345,1,
1035,54.02380952,60.19047619,50.47333333,341.9,0.847222222,63.11327561,3,0.051748212,-0.06552,4777,4504,1,0.989781414,1,
1036,51.5,57.64285714,41.82,319.8,0.532110092,96.52851784,3,0.060939968,-0.01094,6301,5765,0,0.987825238,1,
1037,41.21428571,49.4047619,52.48666667,683.9,0.072727273,94.84958699,3,0.037001546,-0.03009,2777,2001,0,0.793380322,1,
1038,48.80952381,59.14285714,59.78666667,452.4,0.036585366,90.98124098,3,0.087904878,-0.1309,3201,2889,0,0.786439232,1,
1039,22.7437468,29.9047619,53.14572652,440.0393987,0.113513514,65.12154524,3,0.165487349,0.025197262,1404.898634,931.4369357,0,0.992088733,1,
1040,29.86581566,36.80952381,35.74800618,327.6115214,0.387096763,63.87654659,3,0.152595058,-0.035431694,3413.463645,2897.750395,0,0.837924421,1,
1041,33.97619048,43.42857143,68.86666667,433.3,0.261363636,51.55122655,3,0.199572623,0.157925989,554.3,133.7,0,0.776967468,1,
1042,61.47619048,64.95238095,32.39333333,2536,0.72,81.56565657,4,0.030463582,-0.07045,5136,4709,0,0.860667377,2,
1043,43.16791643,50.21428571,62.16155497,326.1914459,0,67.6054882,3,0.167169541,0.06068683,4758.407682,4304.903688,0,0.969564021,1,
1044,46.45175316,49.14285714,46.27001444,529.8377212,0,67.73856571,3,0.11219506,-0.126967236,4553.554457,4221.023835,0,0.975155294,1,
1045,57.23809524,64.80952381,57.36,1378,0.716216216,90.78282828,3,0.042642292,-0.06212,2303,1575,0,0.843119825,1,
1046,25.70634824,33,49.95475769,684.722468,0.047872342,65.62254968,3,0.134459749,-0.082314014,924.8962921,483.4001995,0,0.999714356,1,
1047,63.88095238,66.19047619,47.1,1547,0.032258065,81.63780664,3,0.070697814,-0.2567,2558,2335,0,0.983455221,1,
1048,54.19047619,63.0952381,85.6,129.4,0.029411765,59.41558442,3,0.120798983,0.007157226,2522,1938,0,0.998200078,1,
1049,32.11904762,41.54761905,87.53333333,153.8,0.02173913,76.19047619,3,0.055530056,0.406835449,36.94,0,0,0.984626301,1,
1050,43.98668271,50.30952381,33.91829427,507.5993997,0.007246377,71.3495649,3,0.142922744,0.018332165,4543.817714,4043.328137,0,0.994564931,1,
1051,49.02380952,57,67.66666667,1088,0,94.35227965,3,0.039742634,0.051877945,3545,3319,0,0.979372197,1,
1052,20.10714286,24.21428571,41.51333333,153.4,0.190909091,76.89261328,3,0.060197543,0.006867247,36.57,0,1,0.839916032,1,
1053,63.76190476,75,48.84,1695,0.782178218,84.70534192,3,0.071272939,0.037766332,4477,4060,0,0.975097723,1,
1054,46.04761905,57.47619048,59.78666667,945.9,0.244444444,92.22603285,3,0.05634838,0.09353226,1231,688.6,0,0.975527629,1,
1055,45.42857143,52.52380952,54.13333333,1294,0.047619048,90.87301587,3,0.056561448,-0.05015,1592,1166,1,0.967763036,1,
1056,62.11904762,69.21428571,54.18666667,898.4,0.02,84.33572287,3,0.056250893,0.058219754,4332,4028,0,0.609399246,1,
1057,36.04761905,41.95238095,45.09333333,715.6,0.603603604,78.17460317,3,0.053126723,0.038580932,1697,1409,1,0.667723235,1,
1058,65.26190476,77.35714286,53.05333333,1347,0.367924528,85.87662338,3,0.029927267,-0.04468,5354,4593,1,0.905188054,1,
1059,30.33333333,37.28571429,60.94,398.4,0.180851064,81.96926314,3,0.065810822,0.0556774,1048,712.8,1,0.585897473,1,
1060,64.83333333,70,52.57333333,1178,0.08,83.0738479,3,0.052634314,-0.1257,4155,3954,0,0.996094888,1,
1061,24.97521682,32.47619048,41.19477844,478.0928573,0,69.05656946,4,0.142062172,-0.016629793,633.5073355,10.62041726,0,0.975284398,2,
1062,50.4047619,56.14285714,45.78666667,189.3,0.380952381,89.57431457,4,0.029935319,0.142726324,3209,2891,2,0.74511298,2,
1063,37.09990583,44.88095238,54.95583598,1105.878331,0.04040404,67.6699717,3,0.144706979,-0.05170789,3636.438664,3467.302701,1,0.963556707,1,
1064,54.97619048,63.28571429,47.00666667,404.4,0.198412698,98.06013785,3,0.075268701,0.052052537,6430,5800,0,0.994508861,1,
1065,52.23809524,57.42857143,48.49333333,219,0.172413793,97.63708514,3,0.050976656,-0.05826,5287,5032,1,0.916303141,1,
1066,45.69047619,56.71428571,53.82666667,1572,0.086956522,93.74098124,3,0.054112624,0.030542645,2452,1883,1,0.785882661,1,
1067,11.53199405,12.38095238,25.12696075,48.1329607,0.034883723,92.71891165,5,0.024797,-0.139524385,1331.607608,1147.354966,1,0.714109719,3,
1068,42.69047619,47.66666667,54.29333333,356.7,0.672727273,84.25094377,3,0.070327789,-0.02839,1169,1025,1,0.999663607,1,
1069,46.78571429,55.5,52.82666667,307.8,0.070588235,89.88095238,4,0.055494349,-0.03906,1566,1243,0,0.870773789,2,
1070,70.61904762,77.33333333,46.94,978.4,0.756521739,81.58369408,3,0.032067489,-0.0467,4912,4469,1,0.920829139,1,
1071,51.76190476,58.78571429,56.78,602.2,0.02,59.83044733,3,0.112976298,-0.0082,2514,1958,0,0.991589522,1,
1072,32.97619048,41.69047619,72.06666667,149.5,0,85.15335643,3,0.081333779,0.139642989,2067,1584,0,0.890869531,1,
1073,34.56013125,40.04761905,45.1381429,1072.718223,0.393617034,80.75089659,3,0.070352167,-0.106172696,3319.160805,2897.2162,2,1,1,
1074,25.04761905,31.26190476,47.65333333,369.6,0.236842105,52.21861472,3,0.142993554,0.035316343,508.8,176.9,1,0.993975904,1,
1075,30.03678095,34.64285714,40.68798828,98.43637578,0,73.8201458,4,0.064798795,-0.045563996,1924.937185,1673.86635,0,0.960569561,2,
1076,8.576611474,8.714285714,3.286273321,176.6024548,0.106896549,80.29849818,6,0.310627431,0.001360681,210.0326263,36.0504022,0,0.481001865,4,
1077,55.92857143,59.95238095,66.17333333,402.9,0.125,91.67202185,4,0.057343401,-0.3992,1458,1193,0,0.991237213,2,
1078,56.57142857,60.95238095,56.45333333,207.7,0,87.17532468,3,0.036898706,-0.1651,2793,2572,0,0.922977625,1,
1079,29.14285714,35.0952381,42.54,223.2,0.859649123,49.06204906,3,0.099067479,0.017627064,2329,2030,1,0.959117622,1,
1080,46.45238095,59.78571429,72.93333333,368.9,0.188405797,95.0036075,3,0.121476285,0.015194417,3576,3162,0,0.74774799,1,
1081,18.3470241,22.11904762,41.96850586,192.4423986,0.004651163,68.91411622,3,0.103772983,0.136060879,948.7596714,533.1442304,0,0.757423818,1,
1082,57.33333333,61.5952381,41.33333333,381.3,0.022222222,60.1010101,3,0.123964623,-0.08163,5149,4832,0,0.991372304,1,
1083,52.88095238,60.64285714,47.62,170.2,0.154639175,98.14213564,3,0.050756298,0.089125332,5653,5373,0,0.878343626,1,
1084,27.78279913,36.78571429,56.50195313,1165.099892,0,63.16896944,3,0.143225566,0.034521744,1300.01059,1019.520779,0,0.972971559,1,
1085,40.23809524,50.35714286,67.66666667,279.4,0.050847458,91.91919192,3,0.059532572,0.037866989,2433,2028,0,0.596804886,1,
1086,16.6226734,17.66666667,17.36920166,255.3094326,0.29756099,65.41555316,4,0.078150183,-0.009639855,379.7408082,57.59324753,0,0.902078522,2,
1087,19.69761905,23.07142857,52.64666667,76.15,0.204819277,74.27849928,3,0.062372502,-0.0002125,579.6,223.7,0,0.374689722,1,
1088,32.4047619,41.16666667,118.0666667,272.1,0.211382114,51.51515152,3,0.308978468,0.364166259,502.7,188.4,0,0.646834184,1,
1089,68.47619048,72.38095238,43.00666667,1531,0.022988506,80.80808081,4,0.073754884,-0.1004,3605,3340,0,0.931149802,2,
1090,21.28562273,27.45238095,48.33887227,249.1028776,0.008097166,57.55353292,4,0.12589477,0.048952699,524.0273042,242.4023931,0,0.973225832,2,
1091,13.47114781,13.57142857,3.123544375,42.50418658,0.214285716,56.2322426,4,0.110537276,0.025189646,334.9371594,278.09227,0,0.000943174,2,
1092,37.5,46.92857143,59.28666667,426.5,0.568627451,85.57221144,3,0.057817101,-0.0006418,1395,1204,2,0.738629456,1,
1093,43.16791643,50.21428571,62.16155497,326.1914459,0,67.60767753,3,0.118970238,0.06068683,4758.407682,4304.903688,0,0.997355163,1,
1094,44.21428571,49.11904762,64.17333333,104.9,0.388888889,98.62914863,3,0.074312143,0.093566203,7298,7029,0,0.905470897,1,
1095,36.78571429,42.71428571,60.82,4042,0.020833333,74.17027417,4,0.093150556,-0.007284,7568,7387,0,0.778985991,2,
1096,11.12368484,15.33333333,24.10915121,68.32119408,0.030303031,83.46992374,6,1.429647207,0.144012481,728.4242811,413.7990522,1,0.996206595,4,
1097,61.38095238,66.19047619,54.58,189.3,0.010638298,55.59163059,3,0.127626792,-0.04798,3074,2847,0,0.975805713,1,
1098,35.11904762,41.52380952,52.68,357,0,76.04617605,3,0.043783851,0.149665152,578.1,244.4,0,0.77900232,1,
1099,19.48571429,26.73809524,58.78666667,238.8,0.022988506,78.06425667,6,0.058610637,0.191045187,314,104.7,0,0.923182846,4,
1100,13.4675322,17.95238095,39.21662649,393.4621745,0.496987939,98.34962079,4,0.064039886,0.006076396,428.2904311,169.7425378,0,0.561744153,2,
1101,60.30952381,66.14285714,72.26666667,574.1,0.510869565,87.31962482,3,0.049035858,-0.1203,2669,2380,0,0.992447284,1,
1102,27.85714286,36.0952381,61.19333333,118.8,0.511111111,53.21067821,3,0.093206577,0.00833439,410.9,0,2,0.824862394,1,
1103,29.47619048,37,60.45333333,311.9,0,50.72150072,3,0.206064671,0.089777084,165.6,0,0,0.796201064,1,
1104,16.32280477,17.42857143,22.84151713,148.9747141,0.010416667,56.6181835,4,0.038468819,0.026191097,47.2392545,0,0,0.621927381,2,
1105,22.87753296,29.21428571,51.72348531,183.0011861,0.010869565,64.66001082,3,0.146740973,0.211015075,1295.786124,1112.431242,0,0.92678282,1,
1106,44,49.16666667,70.8,90.59,0.041666667,83.86480011,3,0.037009228,-0.2423,1292,1122,0,0.756115371,1,
1107,31.08490572,40.35714286,36.3388265,607.9476742,0.007604563,80.03268588,3,0.041067362,0.051412806,2289.187996,2160.607205,0,0.90252918,1,
1108,35.9047619,46.5952381,73.26666667,256.5,0.032,84.32991005,3,0.072179846,0.094291991,650.5,242.9,0,0.885166269,1,
1109,38.5,49.52380952,65.8,550.9,0.173333333,62.19336219,3,0.187946811,0.050434888,2463,1805,0,0.985261718,1,
1110,53.23809524,59.02380952,53.27333333,103.2,0.777777778,89.53823954,4,0.034962539,0.077885207,3091,2760,1,0.78379599,2,
1111,49.80952381,59.45238095,43.56,2498,0.450704225,59.25324675,3,0.105194688,0.071668586,5419,4980,0,0.996470014,1,
1112,41.30952381,48.26190476,57.89333333,183.8,0.040816327,88.63636364,3,0.080774553,0.011367489,7738,7429,0,0.842954697,1,
1113,19.08571429,20.45238095,41.63333333,117.6,0.263157895,74.69336219,3,0.040092997,0.467398953,98.62,0,1,0.424109424,1,
1114,63.23809524,71.14285714,54.89333333,1665,0.567567568,85.87662338,4,0.043538634,-0.03722,4485,4050,0,0.854551195,2,
1115,43.47619048,51.11904762,66.54666667,199.5,0.393258427,91.79467833,4,0.076132908,0.00947821,871.4,426.8,0,0.931370406,2,
1116,59.73809524,72.35714286,58.74,1901,0.627118644,90.04329004,4,0.052085388,0.033795943,4779,4045,0,0.871131888,2,
1117,37.6963065,45.35714286,48.604304,1111.999287,0,71.4960993,3,0.130511507,0.030254891,3862.494528,3702.738596,0,1,1,
1118,30.1776094,39.04761905,47.52312215,528.0795812,0.004761905,65.87610429,3,0.139265507,0.009687067,1813.969062,1636.339161,0,0.565111756,1,
1119,22.70002965,28.21428571,40.09418996,658.7738561,0,66.58997116,4,0.066321835,-0.080445461,824.1316665,514.8056184,0,0.966067076,2,
1120,46.28571429,52.66666667,45.83333333,1286,0.466666667,61.34559885,3,0.14979513,-0.09734,2259,1883,1,0.996661482,1,
1121,31.13194929,35.04761905,41.22633362,1231.600817,0.004926108,61.44838319,3,0.177354157,0.084206931,2454.974422,2140.213192,0,0.829373956,1,
