手機螢幕溫度(最大),手機背蓋溫度(平均),平均APP運作指標/小時,手機電池電量,內容容量比率,Underclocking
28.9047619,42.87151082,734.2255782,71.41322876,0.862741172,1
15.30952381,41.98547363,77.00473459,83.44245285,0.569045544,0
52.45238095,55.99333333,1409,61.3997114,0.988474576,1
27.42857143,37.3238856,376.8127811,72.77918454,0.968309999,0
29.54761905,37.72,537.6,73.88167388,0.552724659,0
40.28571429,72.13333333,244.6,51.42496392,0.6065819,0
57.61904762,54.74,301.1,91.25180375,0.922178878,0
33.57142857,48.94,611.8,72.9978355,0.643949295,0
37.92857143,47.35451762,1241.954637,77.67958542,0.915918827,1
22.88095238,45.51191711,70.39794543,66.40936548,0.925797686,0
53.21428571,49.7,465.3,95.90548341,0.751952599,0
32.16666667,42.3437678,388.1019715,57.47919316,0.476718783,1
35.38095238,65.53333333,238.8,74.8015873,0.686774686,1
49.04761905,50.98658244,962.7393229,71.47721937,1,0
48.26190476,59.70666667,339.9,55.95238095,0.950461253,0
32.83333333,52.59802755,165.7413727,70.61986241,0.01128069,1
45.28571429,54.42,558.4,78.42712843,0.690357494,0
60.64285714,52.78,243.4,59.41558442,1,0
30.45238095,45.50526428,199.6559726,64.95944057,0.997796993,0
57.9047619,63.13333333,196,91.54040404,0.999300674,1
40.64285714,47.96666667,826.1,82.65335248,0.999042287,0
28.88095238,52.21333333,408.9,78.10660527,0.991876976,0
58.78571429,56.78,602.2,91.23376623,0.904869572,1
65.5952381,53.67333333,1026,88.29990927,0.988965974,1
53.45238095,69.93333333,595.9,91.14357864,0.963442485,0
59.14285714,62.58666667,560.7,92.27183853,0.999903419,0
41.95238095,45.09333333,715.6,85.14518222,0.999364154,0
16.45238095,33.23168945,56.62320321,83.11529327,0.773730457,0
38.92857143,35.70326996,1071.481263,66.43928544,0.963160574,1
45.33333333,55.8,435.1,78.66161616,0.66344278,1
42.92857143,33.93447367,710.7190288,81.76904599,0.926852167,1
49.07142857,49.03873698,1363.412968,67.86448063,0.988452971,0
28.38095238,53.54666667,227,52.99422799,0.977838302,0
17.16666667,30.85407511,220.8507201,83.58812309,0.423592418,0
38.73809524,61.39333333,289.5,74.63924964,0.723099393,0
30.97619048,42.79232279,230.6286774,65.32957909,0.877243241,1
22.28571429,56.72666667,103.3,74.47691198,0.307112952,1
71.14285714,54.89333333,1665,56.07864358,0.999924104,0
45.4047619,63.11333333,262.8,76.47907648,0.769128337,1
46.4047619,64.62666667,456.1,83.75255197,0.937463088,1
49.38095238,58.77333333,111.5,62.78860029,0.988128459,0
61.92857143,48.15333333,2872,84.3284722,0.997174571,0
43.95238095,61.96666667,322.9,81.94444444,0.910706424,1
40.47619048,47.16305542,1619.931165,81.19852104,0.789833009,1
63.38095238,56.44,994.9,63.27561328,0.964658071,1
50.95238095,58.88,398.5,91.91919192,0.777377689,1
72.4047619,40.66666667,615.2,82.19813545,0.997183733,0
77.92857143,37.81333333,503,80.28499278,0.955338451,0
59.80952381,43.82,295.1,84.28185991,0.998967529,0
47,32.24666667,41.88,47.88961039,0.832665119,0
48.52380952,42.98,122,79.80912979,0.960479042,0
43,58.06,198.8,83.11020297,0.941213015,0
25.5,57.86666667,37.93,73.73737374,0.516810479,0
9.928571429,5.079762459,209.3912539,84.45168718,0.871324837,0
66.35714286,59.3,175.8,88.07720058,0.990326746,1
46.95238095,41.93507131,1175.637844,81.69349336,0.994818628,0
22.61904762,32.08591461,540.0669793,69.69894636,0.592530429,0
43.80952381,59.04,817.1,51.497114,0.971143441,0
56.57142857,54.6,1206,94.12298227,0.796764385,1
29.26190476,42.17955017,404.0097054,71.53355478,0.965541244,0
66.35714286,59.3,175.8,57.91847042,0.990223893,1
38.26190476,68.86666667,355.3,83.53197653,0.687071405,1
51.16666667,63.55333333,328.4,92.78967804,0.898431384,1
29.30952381,54.85333333,301.8,53.3008658,0.989369957,0
40.45238095,44.99412028,1085.651939,80.22596797,0.943609357,1
57.26190476,58.42666667,356.1,96.12542613,0.981367262,1
55.14285714,51.46666667,261.9,95.44100485,0.962419904,1
53.61904762,47.50666667,1775,86.15455092,0.72972973,0
33.66666667,56.82666667,166.8,50.07215007,0.972780448,0
8.928571429,3.873180707,160.5970804,83.43363929,0.314590245,0
22.85714286,25.22174835,330.0681668,69.46395648,0.71679002,1
42.64285714,62.70666667,234.4,84.9260242,0.846949411,1
45.85714286,55.28,219.5,53.19264069,0.998666864,1
47.02380952,56.35333333,980.3,50.28860029,0.997179682,0
57.47619048,59.78666667,945.9,91.10750361,0.775687632,0
37.11904762,52.1,46.97,75.23448773,0.592295182,1
31,43.3950297,190.5983904,67.00870988,0.947158217,0
38.76190476,79.6,24.62,83.35268039,0.775990211,0
34.54761905,72.33333333,139.3,76.52727313,0.918259723,0
55.78571429,49.03333333,450.2,63.07720058,1,1
55.9047619,51.78,2774,89.66450216,0.855592755,0
48.54761905,36.3899943,1121.240838,71.10174674,1,0
45.38095238,61.74,618.5,77.03823954,0.964463874,0
18.04761905,37.91819509,162.6725849,83.74911903,0.995071488,0
46.73809524,77.37974548,1682.18863,71.66335866,0.984829225,1
43.35714286,70.06666667,247.5,83.66432892,0.888112075,1
59.9047619,47.92666667,2525,90.15151515,0.835535947,0
71.78571429,67,305.2,87.12121212,0.992214509,1
62.07142857,47.26,410.4,84.2145009,0.998867448,0
68.04761905,59.50666667,149.5,86.67027417,0.968220584,0
34.28571429,74.86666667,94.56,75.54072769,0.976072862,0
28.85714286,84.13333333,109.8,76.73160173,0.546511628,1
46.38095238,53.99561564,1506.969725,67.95802872,0.870844483,1
57.64285714,41.82,319.8,64.21356421,0.992499936,0
16.64285714,6.74048233,114.3231577,61.30199022,0.988517023,0
56.28571429,56.54,3591,89.55627706,0.813840326,0
68,50.79333333,757.5,59.41558442,0.992328819,0
62.21428571,60.00666667,1306,62.53607504,0.929347826,0
51.28571429,51.09333333,330.1,62.57215007,0.97683178,0
32.38095238,61.01333333,110.1,50.05411255,0.979755377,1
72.38095238,40.45333333,1004,80.95238095,0.971989127,0
47.64285714,65.70666667,340.7,52.81385281,0.672821366,0
36.5,58.94666667,937.2,75.63131313,0.617718324,0
23.83333333,47.82212321,71.57732534,57.9032318,0.319134384,1
17.73809524,45.18584696,195.3516478,58.21327756,0.434668154,1
30.5,48.24601746,133.0543268,72.17601262,0.873400688,1
50.97619048,48.19333333,304.7,95.08587692,0.992790218,1
54.66666667,64.24,911.9,91.23376623,0.974340949,1
52.95238095,55.58,3472,89.52020202,0.791456647,1
42.19047619,42.30728658,855.9570914,81.73525026,0.96306932,1
39.19047619,59.76666667,615.4,83.96574727,0.734246868,1
27.78571429,38.56540171,180.5140681,67.04733359,0.858739257,0
41.88095238,37.30160268,839.1883318,81.5861145,0.996063888,1
46.35714286,58.63333333,451.5,83.64313147,0.978179988,0
75,48.84,1695,86.16522367,0.917028275,1
59.14285714,51.16,267.9,64.12337662,0.999828468,0
26.11904762,59.56,137.2,53.82395382,0.972038296,0
49.45238095,61.27333333,396.5,91.43217893,0.812421758,0
65.28571429,60.93333333,2166,84.39082077,0.916040796,1
61.76190476,49.47333333,3155,91.35074437,0.996953037,0
12.04761905,21.51118469,117.8387783,83.4338252,0.635574341,0
56.5952381,99.6,561.8,91.16161616,0.994764484,0
51.23809524,51.19333333,545.8,91.95177826,0.99214907,0
60.95238095,59.44,828.3,91.25180375,0.990924217,0
21.80952381,53.74624125,656.4014334,81.03911764,0.760333717,0
42.66666667,34.16227468,202.7933392,67.69924253,0.14281936,1
22.9047619,15.9242363,407.263972,69.20620041,0.760980308,0
35.80952381,46.94,706.2,53.42712843,0.986382554,1
47.9047619,54.12666667,160.4,50.3968254,0.946114671,0
36.66666667,38.5791626,346.2803568,68.70864915,0.96286588,1
40.14285714,44.73012797,1218.258411,66.93247991,0.900514066,1
43.71428571,34.74581401,768.0099633,66.20080628,0.926269114,0
48.47619048,68.93333333,295.1,86.67027417,0.927655552,0
56.5,56.42666667,1022,91.25180375,0.493125277,1
58.0952381,58.18666667,412.1,59.7041847,0.929065873,1
58.11904762,62.55333333,180.2,97.24025974,0.827073996,1
28.30952381,51.39388021,170.6577021,69.60362852,0.913181365,0
60.97619048,38.35333333,615.3,58.74819625,0.998290942,0
69.69047619,63.73333333,1099,84.0598459,0.959415584,1
36.71428571,53.94666667,761.3,75.43290043,0.58708315,0
69.78571429,49.76666667,2257,84.07287157,0.839115722,1
57.19047619,52.48666667,416.5,93.28189578,0.737135297,1
65.19047619,43.21333333,1165,60.75036075,0.993690096,0
43.35714286,56.63333333,235.5,83.28139813,0.781012483,1
43.69047619,49.89333333,306.5,53.48124098,0.995935403,0
37.02380952,30.83504486,604.0690258,65.88657419,0.949793816,0
47.95238095,30.70959981,732.2582705,67.67682226,0.939321578,1
12.38095238,25.12696075,48.1329607,82.42195877,1,0
28.5952381,65.08666667,217.7,75.88383838,0.694370431,0
59.85714286,53.18666667,671.3,59.7041847,1,0
49.21428571,60.72,537.7,61.67027417,0.784830853,0
35.83333333,79.33333333,174.6,50.07215007,0.796154447,1
56.69047619,49.38666667,661.2,59.95670996,0.996153755,0
59.19047619,80.13333333,877,92.05200763,0.786584915,1
61.02380952,75.66666667,794.8,92.19129558,0.933660472,1
36.47619048,68.6,129.3,80.50986699,0.333962881,1
57.26190476,58.42666667,356.1,97.81746032,0.976542317,1
39.80952381,58.58666667,224.7,83.10270137,0.967100138,0
48.66666667,39.56724548,607.7494897,66.77905244,0.96547997,0
41.73809524,43.62379456,1598.148396,65.99689325,0.948154092,0
55.80952381,56.00666667,305.4,96.3023088,0.822419395,0
45.83333333,54.4,664.7,79.68975469,0.788890352,1
62.21428571,47.56666667,2119,86.41774892,0.903327403,0
50.45238095,66.64,644.8,94.24603175,0.549902209,1
34.76190476,54.87681071,673.116054,66.53379986,0.961010218,0
63.47619048,54.62,553.5,96.62698413,0.936054856,1
61.23809524,59.44,499.8,91.6824816,0.974457955,1
22.28571429,39.09653727,137.0170326,56.79764666,0.761864185,0
54.0952381,57.70666667,764.2,91.77489177,0.930075433,1
57.45238095,74.86666667,1158,92.27758441,0.572472849,1
36.92857143,68.6,349.8,81.6993219,0.967881944,1
40.26190476,62.14666667,213,83.70360785,0.976128737,1
58.54761905,64.78,801.2,60.06493506,0.938985404,0
68,50.79333333,757.5,90.34992785,0.871109854,0
39.54761905,66.34666667,387.4,84.99687059,0.846678284,1
65.28571429,60.93333333,2166,85.87662338,0.792834193,1
24.21428571,46.70142619,211.9862764,72.325726,0.576959074,1
77.57142857,43.82666667,1369,83.4209373,0.960633848,0
64.83333333,55.76666667,2313,85.81361406,0.992011376,0
19.52380952,31.93204753,162.815763,68.71535088,0.775980115,0
70.57142857,63.54666667,593.2,56.52958153,0.907225369,0
77.33333333,48,495.8,79.45526696,0.902762195,0
59.73809524,64.52666667,891,94.498557,0.342333829,1
41.4047619,57.98666667,209.6,52.95815296,0.98264528,1
47.47619048,47.01333333,234.3,86.82794562,0.985708281,1
25.02380952,50.52695211,233.9191831,65.55297262,0.942656921,0
59.95238095,55.96666667,418.4,96.46464646,0.81080238,0
53.21428571,55.34666667,914,59.93867244,0.985095965,0
32.66666667,52.74665324,484.1333806,57.6953035,0.7365641,1
48.88095238,53.02697245,1225.985149,67.06767633,0.998165488,0
58.52380952,59.02,3670,58.78427128,0.99994324,1
37.61904762,49.4,389,50.77561328,1,0
58.16666667,76,179,59.30735931,0.933673469,0
52.23809524,54.84666667,182.2,60.06493506,0.987289681,0
58.28571429,63.66666667,194,95.65295815,0.905803685,1
47.66666667,54.29333333,356.7,51.47907648,0.996251622,1
52.26190476,48.83333333,289.2,92.24103073,0.974303222,0
57.52380952,55.83333333,245.7,96.90081192,1,0
48.66666667,39.56724548,607.7494897,67.59207406,0.957345009,1
51.26190476,63.44666667,847.2,59.43362193,0.991674221,0
30.45238095,45.50526428,199.6559726,56.26235915,0.952698171,0
49.38095238,58.77333333,111.5,95.58605971,0.981861609,1
35.16666667,74.46666667,58.23,50.41486291,0.796364327,1
63.26190476,53.7,752.5,91.89172035,0.999967509,0
74.5,38.04,1184,53.17460317,0.96554351,0
15.38095238,22.85042827,258.1919978,83.07784852,0.75058341,1
47.33333333,46.64362081,187.6062256,81.62626918,1,0
75.14285714,38.67333333,1202,52.86796537,1,0
37.02380952,58.71333333,239.6,75.68542569,0.854929577,1
39.52380952,92.4,225.8,76.64141414,0.518733952,0
41.04761905,41.59728495,871.8920903,81.24494528,0.986650467,1
49.16666667,70.8,90.59,90.89105339,0.994001714,0
66.52380952,63.65333333,846.3,59.32539683,0.974195815,0
53.5,60.48,275.4,95.42854753,0.981583546,1
28.9047619,42.87151082,734.2255782,66.58344666,0.928128898,0
43.35714286,71.6,268.2,51.04617605,0.855932951,0
63.38095238,56.44,994.9,97.07792208,0.842428451,1
35.16666667,74.46666667,58.23,75.05411255,0.648288434,1
19.61904762,43.10770671,457.6856334,65.5114514,0.642267406,0
39.5,59.06,376.5,51.89393939,0.998096536,1
50.14285714,40.245224,728.4530007,71.33243198,1,0
34.5952381,54.20666667,171.7,77.85377719,0.999859973,0
36.97619048,68.2,202.3,50.57720058,0.992301059,0
58.97619048,59.72,502,95.83785562,0.96591439,1
46.76190476,54.66666667,439.1,83.83530942,0.940475563,1
18,7.191794078,397.3038548,69.67374327,0.611764252,0
23.45238095,42.13735962,185.7482811,83.26716878,0.830168204,1
63.54761905,53.67333333,1259,60.62409812,0.999832192,1
57,81.13333333,250.9,91.64862915,0.981320387,1
53.85714286,46.67333333,61.14,98.32959529,0.978096776,0
45.73809524,58.2,223.3,84.19246327,0.790451212,0
32.88095238,46.51976522,618.5362725,58.4798403,0.661353827,1
19.54761905,31.36030579,145.0240682,57.94641809,0.30873552,1
49.5952381,59.07333333,342.3,92.61367462,0.847915539,1
63.71428571,48.63333333,840.8,61.41774892,0.999887206,0
16.54761905,34.30845642,208.5292221,83.71708075,0.982445555,0
11.35714286,26.60545858,209.2562119,81.69769062,0.984650702,0
59.42857143,33.38666667,429.3,59.99278499,1,0
59.14285714,51.16,267.9,97.91545108,0.999897081,0
45.61904762,44.0599467,983.8012791,67.68186566,0.987268448,0
21.47619048,43.43182882,137.2777598,58.47822085,0.612752855,1
67.9047619,49.40666667,95.41,56.98051948,0.987064827,0
36,52.34038289,895.9118139,76.45859636,0.982361495,1
44.66666667,25.3999176,1379.496218,81.70696306,1,0
38.30952381,62.22666667,303.4,51.82178932,0.852467475,1
36.71428571,53.94666667,761.3,80.40739496,0.974132394,0
63.5,40.78666667,708.1,89.06588359,0.992233297,0
53.5952381,66.66666667,752.2,90.65656566,0.815469984,0
53.35714286,64.49333333,1178,91.26984127,0.668501914,1
27.97619048,51.03333333,374.9,74.56709957,0.376465989,1
31.88095238,52.00666667,246.1,73.86363636,0.557296883,0
48.5,70.93333333,502.5,85.09848503,0.754350581,1
49.14285714,46.27001444,529.8377212,67.17646187,0.990125835,0
60.95238095,59.44,828.3,92.33895404,0.922394096,0
42.80952381,44.16964213,305.9385789,81.14543834,0.86987555,1
56.5,57.42,420.3,91.68470418,0.992358525,0
50.4047619,56.78666667,2487,58.65800866,1,0
60.47619048,57.50666667,193.8,58.76623377,0.969553086,1
48.66666667,38.56354777,2068.04392,67.9042136,0.933033228,1
58.23809524,62.22666667,525.1,59.83044733,0.981049923,0
28.80952381,19.86666667,456.5,70.25613276,0.455725379,0
37,64.08,354.3,54.34704185,0.416392037,1
17.19047619,46.47222392,121.8250332,97.50050023,0.633350551,1
66.0952381,69.4,193.1,60.01082251,0.951091327,1
34.30952381,74.06666667,266.4,50.50505051,0.864061109,1
30.76190476,38.33385722,307.1158021,66.9422983,0.607910097,1
41.16666667,35.93068695,635.3497833,65.50703223,0.966368914,0
75,60.51333333,486.1,55.28499278,0.963400762,0
37.16666667,67.06666667,131.1,75.75757576,0.854700855,0
28.21428571,40.09418996,658.7738561,55.84185538,0.913668811,1
66.14285714,62.63333333,998.2,91.46341928,0.996383516,1
67.54761905,57.00666667,582.4,88.3563161,0.977655597,0
64.26190476,67.4,2181,58.94660895,0.988371213,1
64.42857143,45.06666667,1006,56.6017316,1,1
8.666666667,6.81637446,46.20524314,83.64697498,0.041301854,0
44.30952381,71.2,312.7,77.16450216,0.858582258,1
69.78571429,45.36666667,2342,55.42929293,0.992871121,0
57.30952381,58.61333333,264.8,96.57118495,0.948898449,0
24.02380952,44.79360962,215.5286146,64.94246012,0.980266667,0
8.642857143,3.992429733,99.90485509,81.67118521,0.003804236,1
48.47619048,68.93333333,295.1,57.26911977,0.987025894,0
48.61904762,43.57639058,1625.075908,71.53174293,1,0
38.61904762,60.83333333,3963,80.91994197,0.995966203,0
38.42857143,43.94666667,3839,81.28545598,0.988955278,0
60.64285714,47.62,170.2,63.74458874,1,0
28.73809524,68.33333333,29.63,50.48701299,0.901727862,1
43.11904762,60.56,375.1,83.82184453,0.898508791,1
57,68.46666667,398.1,91.73697537,0.983187478,0
63.69047619,56.66,302.4,90.92712843,0.874227268,0
19.78571429,25.22,164.2,52.5974026,0.85590974,0
42.4047619,47.89772542,1212.61198,65.42655245,0.950284183,0
48.78571429,53.1,242.1,91.26984127,0.760587743,1
38.47619048,48.31663513,985.2432338,66.04482958,0.946148038,1
79.54761905,61.90666667,284.3,53.64357864,0.901696566,0
28.35714286,37.57193502,1169.82732,67.35615891,0.923762977,0
35.73809524,40.42904917,1233.665392,62.46645909,0.786985338,1
23.07142857,52.64666667,76.15,53.06637807,0.758333881,0
37.83333333,32.15849304,606.3749811,66.15404461,0.95520252,0
15.04761905,34.95757039,78.04124874,82.75860566,0.534831226,1
13.5952381,29.32711283,34.51502395,83.05882123,0.98828738,0
25.33333333,48.65444946,130.5893149,67.30127691,0.968089581,0
50.80952381,58.96666667,477.7,93.97546898,0.721832468,1
47.54761905,58.98,309.8,52.70562771,0.574646837,0
47.4047619,44.97333333,40.73,75.64935065,0.985291804,0
46.38095238,53.99561564,1506.969725,66.34670462,0.844349205,1
76.57142857,41.32,554.4,81.99152986,0.977593554,1
40.04761905,45.1381429,1072.718223,66.87439928,0.987229466,0
34.30952381,74.06666667,266.4,75.1984127,0.561321875,1
52.71428571,52.46,1357,61.95887446,1,0
13.5952381,47.81091309,40.36626513,95.70909387,0.534921169,1
50.47619048,56.21333333,385.4,91.72912651,0.928623593,1
46.97619048,56.04,443.6,85.41837369,0.971411863,1
30.76190476,38.33385722,307.1158021,56.2544518,0.233752802,1
41.21428571,51.08,274.6,75.86580087,0.946888253,0
47.73809524,47.42666667,4042,74.35064935,0.793596518,0
30.4047619,43.63087972,528.2145608,67.14877888,0.917102456,0
56.73809524,61.76,1096,94.73249832,0.982225148,1
33.52380952,44.05515035,185.2787466,66.71020099,0.999302854,0
58.23809524,52.17333333,323.4,98.30043434,0.967649697,1
30.83333333,42.33472188,199.42022,71.49051375,0.552525878,1
52.95238095,47.86,876.9,93.09491699,0.939627754,1
48.5,47.3158315,281.7949534,71.51352715,1,0
48.97619048,58.31333333,347.8,91.39460982,0.979358995,0
68.54761905,72.86666667,726.9,84.07287157,0.99462314,0
40.69047619,66.86666667,293.8,51.96608947,0.905424013,0
62.95238095,52.47333333,1020,96.43507651,0.982810018,0
65.57142857,73.13333333,378.8,59.34343434,0.99799374,0
39.45238095,68.73333333,243.6,52.45310245,0.748275152,1
51.83333333,59.92666667,374.3,90.90909091,0.696379903,1
52.5952381,68.4,734.4,61.45382395,0.740298093,1
64.66666667,62.97333333,145.7,92.61215346,0.883932554,1
56.80952381,53.76666667,210.1,99.47691198,0.886258717,1
20.45238095,45.78859965,138.8040173,66.00786461,0.245641068,0
22.83333333,36.38250478,273.9886795,66.78213385,0.799802005,1
28.5952381,58.40394084,232.7855496,57.30498434,0.851113915,0
40.14285714,44.73012797,1218.258411,66.02185016,0.956746817,0
15.83333333,23.14496867,159.401639,83.56874087,0.99536091,0
21.97619048,43.3739268,298.1415975,81.5140094,0.839421332,0
52.5952381,38.97333333,132,98.52092352,0.795144021,1
78.92857143,38.32666667,843.6,79.52741703,0.98005992,0
62.21428571,49.16,303.6,98.48484848,0.900374029,0
17.38095238,21.1085345,77.62527211,64.41789836,0.914933225,0
31.45238095,47.5061086,447.0854878,65.6579693,0.999975066,0
9.761904762,20.52648799,196.2668374,83.6609765,0.558945119,0
67.83333333,59.45333333,60.92,57.37734488,0.959732694,0
38.78571429,22.32152049,1166.433351,66.14165047,0.994833887,0
60,64.77333333,529.2,95.3799144,0.788385457,1
27.54761905,44.77456156,29.5034229,72.31926625,0.843765676,1
34.92857143,87.26666667,95.75,49.15223665,0.831583913,1
54.28571429,60.71333333,1138,94.0659917,0.846153846,1
39.33333333,37.52384694,1531.333088,79.8151494,0.899145246,1
22.28571429,39.09653727,137.0170326,64.74497956,0.958972336,0
50.4047619,56.78666667,2487,89.39393939,0.803407797,0
22.30952381,43.68296305,226.1306499,98.12567151,0.929333031,0
25.78571429,33.15333333,1000,48.37662338,1,0
57.88095238,49.2,123.5,89.55627706,0.964688897,0
49.33333333,40.05949656,700.6331047,71.42868755,0.253756204,1
28.04761905,37.60679118,257.1617573,72.89362149,0.685405076,1
35.83333333,79.33333333,174.6,77.68390631,0.424495857,0
64.16666667,41.86,718.2,88.997114,0.913733636,0
49.35714286,55.22666667,504.9,61.34559885,0.816887058,1
42.80952381,44.16964213,305.9385789,71.09861984,1,0
47.95238095,50.95333333,531.6,53.39105339,0.969669467,1
48.14285714,59.64089966,337.7062126,71.40057314,1,0
51.11904762,66.54666667,199.5,90.45815296,0.99558371,0
35.21428571,64.25333333,273,54.56349206,0.681359464,0
23.73809524,43.08009339,371.782613,83.25444939,0.944548323,1
35.33333333,61.44666667,167.6,78.29725926,0.892473118,0
53.0952381,56.55333333,730.4,92.63782181,0.964941732,0
39.21428571,51.62666667,104.3,78.71572872,0.63806904,0
22.11904762,41.96850586,192.4423986,57.37380317,0.543771684,1
37.04761905,55.98,621,75.52308802,0.556835566,1
63.23809524,36.87333333,311.9,95.18398268,0.902489089,1
17.95238095,59.30972799,120.5312177,81.80184318,0.8120839,0
50.23809524,63.94710795,275.1682995,67.60702285,0.992117405,0
51.4047619,62.42,372,91.03535354,0.866241775,0
71.57142857,55.92,487.5,85.4844494,0.97920024,1
47.14285714,66.57333333,229.9,51.62337662,0.806130944,0
16.78571429,38.04350281,212.8337978,97.47736647,0.591666937,1
48.4047619,31.45546977,386.8783534,71.51405299,0.999966684,0
52.5,56.86,162.4,63.0952381,0.998374479,0
41.28571429,56.64,407.3,50.54112554,0.970716616,0
29.19047619,44.1567688,772.9076137,58.21673339,0.951776743,1
72.61904762,49.8,323.5,54.52741703,0.997111516,0
14.61904762,29.43346659,180.5986653,83.40482049,0.99248271,1
21.28571429,34.8119812,219.4496858,57.97622767,0.830410421,1
45.35714286,48.604304,1111.999287,67.67192121,0.950805485,0
52.88095238,45.36,444.8,90.54834055,0.808794582,0
55.11904762,64.56666667,238.1,61.95887446,0.703041145,1
38.11904762,40.67075857,514.1568715,65.55131623,0.751254022,1
25.33333333,48.65444946,130.5893149,73.27999362,0.859609842,1
36.19047619,68.4,234.9,79.29648752,0.937424688,1
56.0952381,65,383.8,91.94084021,0.997722734,0
27.42857143,37.3238856,376.8127811,67.08410072,0.974079072,0
59.9047619,47.92666667,2525,59.09090909,1,0
53.71428571,41.99333333,3350,58.71212121,1,0
29.21428571,51.72348531,183.0011861,67.77975189,0.731765449,1
59.76190476,56.48666667,3092,89.43001443,0.840234567,0
8.928571429,3.873180707,160.5970804,82.48481511,0.011408389,1
19.61904762,35.56687164,268.0952081,66.26903415,0.829876514,0
71.71428571,49.58,1152,84.68548784,0.983542406,0
64.95238095,58.06666667,970.9,62.57215007,0.973433701,0
46.30952381,67.46666667,406.9,84.55682863,0.971084493,1
54.78571429,67.4,695,90.78282828,0.961812077,0
52.47619048,48.02,769.6,92.04701567,0.999335262,0
57.28571429,65.5,220.8,91.61255411,0.996089252,1
47.54761905,58.98,309.8,85.72027356,0.690093884,1
45.28571429,54.42,558.4,85.52209973,0.921896614,0
44.33333333,59.6,350.2,51.83982684,0.881890863,1
34.54761905,72.33333333,139.3,72.69119769,0.930417159,0
51.33333333,54.42,232.1,97.33044733,0.885691184,1
47.45238095,53.59333333,279.3,53.13852814,0.94593011,0
40.83333333,42.61062113,452.1753007,67.50836268,0.169110969,1
59.14285714,62.58666667,560.7,59.7041847,1,0
52.9047619,58.51333333,514.6,92.24745082,0.878382722,1
66.14285714,62.63333333,998.2,90.56637807,0.975094909,0
63.04761905,59.66666667,217.8,60.04689755,0.978627672,0
61.30952381,51.65333333,663.9,87.04906205,0.971489891,0
27.45238095,48.33887227,249.1028776,68.50579809,0.971091568,0
43.11904762,60.56,375.1,51.11832612,0.828889383,1
51.28571429,52.42,287,63.47402597,1,0
64.04761905,52.18,66.58,90.60569771,0.979162462,1
61.76190476,42.77333333,376,89.61038961,0.932795253,0
64,74.46666667,765.9,91.21572872,0.984469386,0
28.33333333,54.47175598,228.9563413,67.25748332,0.910297453,0
61.5952381,51.64666667,131.8,98.26606146,0.989583677,0
33.66666667,41.61154429,142.7763819,72.96529605,0.64195019,1
59.16666667,53.2,548.5,59.84848485,0.999929239,0
33.97619048,77.8,217.2,54.54545455,0.395152145,1
37.92857143,47.35451762,1241.954637,66.55858478,0.920676291,0
56.78571429,61.38,706.1,60.06493506,0.942907593,0
21.54761905,19.61051051,333.2594369,69.40686264,0.793495417,0
36.19047619,68.4,234.9,76.40692641,0.548563852,1
52.5952381,56.24,512.1,94.24291855,0.935324997,1
50.97619048,73.66666667,841.4,60.28138528,0.929100644,0
43.23809524,54.49333333,500.1,84.38784088,0.993014706,0
59.0952381,52.27333333,619.1,92.40380693,0.998130781,0
45.69047619,59.56,315,52.47113997,0.829674014,0
42.0952381,62.64666667,231.1,83.82562799,0.934501549,0
63.5,40.78666667,708.1,59.99278499,0.997016062,0
52.95238095,47.86,876.9,92.2979798,0.846174142,1
27.71428571,45.18482971,121.1210412,65.47186053,0.949576006,1
61.23809524,59.44,499.8,59.28932179,0.928520878,0
46.83333333,65.06666667,480.4,83.66796521,0.971103076,1
34.64285714,52.42,748.9,48.93578644,1,0
41.04761905,41.59728495,871.8920903,71.20078764,1,0
63.83333333,66.42666667,679.5,57.05266955,0.970045967,0
66.64285714,55.74666667,2052,91.27334517,0.950872282,1
64,51.69333333,944,59.95670996,1,0
56.83333333,52.39333333,3577,58.82034632,1,0
52.92857143,72.4,177.3,90.04329004,0.848308002,0
51.9047619,70.4,285.3,60.31746032,0.992536887,1
36.71428571,51.51333333,525,79.27904129,0.869982837,1
18,32.43099213,69.95594427,69.37864179,0.282121927,0
69.97619048,57.00666667,2022,90.02525253,0.890125629,0
60.95238095,56.45333333,207.7,56.92640693,0.925317186,1
64.97619048,69.8,1223,56.34920635,0.982920193,0
75.42857143,51.34,1437,84.4218071,0.979827843,1
37.38095238,57.58,416.7,76.8037518,0.595409789,1
70.35714286,47.23333333,1529,83.47763348,0.923101621,0
49.19047619,58.33333333,670,90.75810907,0.898760288,1
56.23809524,58.22,31.7,63.7987013,0.973845839,1
36.11904762,57.19333333,513.2,50.84776335,0.993698146,0
56.80952381,53.76666667,210.1,96.77038104,0.988643339,0
42.83333333,44.43862406,954.9874813,67.47155832,0.988142669,0
48.97619048,58.31333333,347.8,89.66450216,0.831649978,0
59.11904762,65.43333333,520.7,90.22366522,0.994636621,0
35.92857143,36.22728729,343.9011247,66.71191073,0.890337169,1
50.5952381,53.44666667,1244,95.67099567,0.597088388,1
34.9047619,65.95333333,134.4,72.90764791,0.83875577,1
54.54761905,57.50666667,406.5,59.23520924,0.96763964,0
70.5,51.03333333,215.8,81.2049062,0.980157337,0
16.54761905,34.30845642,208.5292221,99.41550348,0.811293006,1
